,ride_id,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_size,ride_dt,duration_time
4347,4347,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4965,1,1991,Male,27,2022-03-31,8
4348,4348,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,218,2,1994,Male,27,2021-11-28,4
4349,4349,12 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5283,2,1966,Male,26,2022-04-24,12
4350,4350,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5410,2,1989,Female,27,2022-07-26,12
4351,4351,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4609,2,1985,Male,26,2022-10-23,28
4352,4352,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,45,1,1993,Male,29,2022-12-14,10
4353,4353,5 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),987,2,1991,Male,26,2022-09-20,5
4354,4354,3 minutes,81,Berry St at 4th St,91,Berry St at King St,2197,1,1993,Male,27,2022-05-28,3
4355,4355,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,5345,2,1992,Male,26,2022-08-01,9
4356,4356,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4395,3,1976,Other,29,2022-08-12,8
4357,4357,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5495,2,1984,Female,29,2022-05-05,7
4358,4358,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5227,2,1990,Female,27,2022-05-17,10
4359,4359,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5400,3,1967,Male,29,2022-04-18,7
4360,4360,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4458,1,1996,Male,26,2022-04-27,10
4361,4361,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,4836,3,1982,Female,26,2022-09-12,4
4362,4362,13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3328,2,1989,Male,27,2021-12-11,13
4363,4363,15 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,1390,2,1986,Male,27,2022-01-03,15
4364,4364,11 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,3462,1,1992,Male,27,2022-09-05,11
4365,4365,17 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),172,1,1995,Male,27,2022-10-05,17
4366,4366,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,335,2,1988,Male,29,2021-12-26,4
4367,4367,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4383,2,1992,Male,26,2021-12-31,7
4368,4368,21 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,4586,1,1988,Male,29,2022-06-21,21
4369,4369,13 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,4408,3,1989,Male,29,2022-11-17,13
4370,4370,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,4337,2,1986,Female,27,2022-07-15,7
4371,4371,24 minutes,81,Berry St at 4th St,70,Central Ave at Fell St,5235,1,1988,Male,29,2022-08-22,24
4372,4372,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3662,1,1982,Other,26,2022-02-07,4
4373,4373,2 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),5028,1,1986,Male,26,2022-08-16,2
4374,4374,9 minutes,3,Powell St BART Station (Market St at 4th St),25,Howard St at 2nd St,5034,2,1984,Male,27,2022-06-12,9
4375,4375,19 minutes,16,Steuart St at Market St,31,Raymond Kimbell Playground,5575,3,1979,Male,29,2022-03-12,19
4376,4376,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),123,Folsom St at 19th St,4656,2,1982,Female,27,2022-10-31,24
4377,4377,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5282,2,1994,Male,27,2022-08-13,11
4378,4378,56 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,3551,2,1981,Male,29,2022-05-12,56
4379,4379,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5495,2,1994,Female,29,2022-11-12,10
4380,4380,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5409,1,1979,Male,26,2022-09-21,5
4381,4381,11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5477,1,1986,Male,27,2022-10-12,11
4382,4382,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4756,2,1999,Male,26,2022-09-05,9
4383,4383,15 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,1603,2,1987,Male,26,2022-09-22,15
4384,4384,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),2810,2,1985,Male,26,2022-04-09,4
4385,4385,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,3303,1,1989,Male,27,2022-06-21,15
4386,4386,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5463,1,1979,Male,29,2022-10-08,11
4387,4387,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5454,1,1987,Male,26,2022-03-10,8
4388,4388,18 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,4967,1,1992,Female,26,2022-04-22,18
4389,4389,8 minutes,81,Berry St at 4th St,126,Esprit Park,1213,2,1979,Female,26,2022-06-09,8
4390,4390,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5398,2,1990,Female,26,2022-06-05,10
4391,4391,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,3128,3,1966,Male,27,2022-02-23,1
4392,4392,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1552,2,1987,Male,27,2022-07-20,8
4393,4393,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5410,2,1993,Male,26,2022-01-17,3
4394,4394,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1602,1,1983,Male,26,2021-12-24,11
4395,4395,19 minutes,22,Howard St at Beale St,106,Sanchez St at 17th St,5284,2,1995,Male,29,2022-06-28,19
4396,4396,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,5283,2,1980,Male,26,2022-11-14,14
4397,4397,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5004,2,1969,Male,26,2022-01-30,4
4398,4398,13 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,3675,3,1987,Male,27,2022-10-06,13
4399,4399,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5529,3,1987,Male,29,2022-05-27,9
4400,4400,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3491,2,1972,Male,29,2022-08-06,12
4401,4401,10 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5279,3,1982,Female,26,2022-02-27,10
4402,4402,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,184,1,1994,Male,26,2021-12-23,7
4403,4403,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),134,Valencia St at 24th St,4973,3,1995,Male,27,2021-12-13,16
4404,4404,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4372,2,1982,Male,27,2022-01-01,10
4405,4405,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5521,2,1986,Female,26,2022-09-30,7
4406,4406,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1450,2,1989,Male,29,2022-10-05,10
4407,4407,10 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4877,2,1983,Male,27,2022-07-15,10
4408,4408,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4626,2,1982,Male,26,2022-04-14,5
4409,4409,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),72,Page St at Scott St,4976,3,1995,Male,27,2022-05-24,19
4410,4410,2 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5200,1,1988,Male,29,2022-02-02,2
4411,4411,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5550,3,1942,Male,29,2022-05-14,6
4412,4412,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5011,2,1986,Male,27,2022-06-13,9
4413,4413,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5526,2,1987,Female,29,2022-12-16,9
4414,4414,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5421,2,1992,Male,29,2021-12-24,7
4415,4415,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4981,3,1970,Male,29,2022-07-23,11
4416,4416,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5182,1,1970,Female,26,2022-03-19,9
4417,4417,8 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5057,3,1987,Male,27,2022-03-17,8
4418,4418,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1842,3,1985,Male,26,2022-11-11,10
4419,4419,12 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1019,3,1978,Male,26,2022-03-20,12
4420,4420,13 minutes,22,Howard St at Beale St,115,Jackson Playground,5140,2,1974,Male,26,2022-10-22,13
4421,4421,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,5343,2,1992,Female,26,2022-02-06,18
4422,4422,18 minutes,22,Howard St at Beale St,75,Market St at Franklin St,2899,2,1966,Male,27,2022-01-22,18
4423,4423,13 minutes,81,Berry St at 4th St,323,Broadway at Kearny,4964,1,1994,Male,27,2022-05-03,13
4424,4424,2 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1070,2,1995,Female,29,2021-12-24,2
4425,4425,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1619,1,1998,Female,26,2022-03-12,13
4426,4426,16 minutes,81,Berry St at 4th St,81,Berry St at 4th St,5477,3,1993,Male,27,2022-07-28,16
4427,4427,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5312,1,1974,Male,29,2022-01-06,11
4428,4428,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),74,Laguna St at Hayes St,4837,2,1994,Male,27,2022-07-06,15
4429,4429,1 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,2374,2,1988,Male,26,2022-05-26,1
4430,4430,17 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,4751,2,1965,Male,29,2022-01-16,17
4431,4431,14 minutes,81,Berry St at 4th St,56,Koshland Park,5436,3,1996,Female,26,2022-07-16,14
4432,4432,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4533,2,1987,Female,26,2022-04-14,5
4433,4433,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4450,2,1988,Male,27,2022-12-22,6
4434,4434,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),96,Dolores St at 15th St,5237,2,1992,Female,27,2022-01-28,13
4435,4435,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3226,2,1965,Male,26,2022-04-14,7
4436,4436,22 minutes,5,Powell St BART Station (Market St at 5th St),42,San Francisco City Hall (Polk St at Grove St),5133,2,1993,Male,29,2022-05-01,22
4437,4437,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5485,2,1996,Female,27,2022-08-27,10
4438,4438,10 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5238,1,1990,Male,27,2022-03-03,10
4439,4439,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5421,2,1987,Male,26,2022-09-16,8
4440,4440,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5314,2,1988,Male,27,2022-09-08,11
4441,4441,7 minutes,22,Howard St at Beale St,64,5th St at Brannan St,5261,2,1989,Male,26,2022-08-07,7
4442,4442,19 minutes,16,Steuart St at Market St,81,Berry St at 4th St,335,3,1985,Female,27,2022-10-23,19
4443,4443,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4644,3,1989,Male,27,2022-08-06,10
4444,4444,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2740,2,1978,Male,26,2022-06-21,8
4445,4445,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4445,2,1974,Female,26,2021-12-18,7
4446,4446,8 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5290,3,1982,Male,29,2022-09-15,8
4447,4447,11 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5034,2,1987,Female,26,2022-08-15,11
4448,4448,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,48,1,1994,Male,27,2022-09-01,8
4449,4449,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4426,3,1978,Male,26,2021-12-16,8
4450,4450,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4972,2,1993,Male,27,2022-03-22,8
4451,4451,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,3619,2,1958,Male,26,2022-09-23,8
4452,4452,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,4736,2,1975,Male,26,2022-05-09,10
4453,4453,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,4978,2,1983,Male,26,2022-06-22,10
4454,4454,19 minutes,16,Steuart St at Market St,72,Page St at Scott St,5173,3,1989,Male,29,2022-04-07,19
4455,4455,10 minutes,81,Berry St at 4th St,19,Post St at Kearny St,5479,1,1992,Male,26,2021-12-20,10
4456,4456,12 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4417,3,1976,Male,29,2022-10-16,12
4457,4457,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5025,2,1988,Female,27,2022-12-12,9
4458,4458,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),324,Union Square (Powell St at Post St),4651,2,1972,Male,26,2022-03-27,11
4459,4459,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,4813,2,1971,Male,29,2022-08-15,7
4460,4460,9 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5020,3,1984,Male,27,2022-08-10,9
4461,4461,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4382,1,1985,Female,26,2022-02-25,8
4462,4462,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),654,3,1987,Male,26,2022-12-12,2
4463,4463,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5494,2,1992,Male,26,2022-03-29,5
4464,4464,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5182,1,1979,Male,26,2022-04-14,8
4465,4465,7 minutes,22,Howard St at Beale St,5,Powell St BART Station (Market St at 5th St),5526,2,1988,Male,26,2021-12-17,7
4466,4466,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),3743,2,1980,Male,29,2022-06-15,2
4467,4467,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,5294,1,1980,Male,26,2022-08-15,7
4468,4468,11 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,4930,3,1972,Female,27,2022-07-02,11
4469,4469,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4586,3,1975,Male,29,2022-07-13,10
4470,4470,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5253,2,1999,Male,29,2022-10-17,6
4471,4471,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5255,2,2000,Male,26,2022-04-12,6
4472,4472,5 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5487,3,1992,Female,29,2022-10-10,5
4473,4473,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1320,2,1971,Male,26,2022-12-01,6
4474,4474,16 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,5070,2,1977,Male,26,2021-12-04,16
4475,4475,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4740,2,1985,Male,26,2022-11-15,10
4476,4476,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5575,3,1986,Female,29,2022-04-05,9
4477,4477,12 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,5364,3,1985,Female,27,2022-04-22,12
4478,4478,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1052,1,1980,Male,29,2022-08-17,2
4479,4479,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5521,2,1969,Male,29,2022-07-11,6
4480,4480,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5398,3,1988,Female,27,2022-05-04,8
4481,4481,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5463,2,1967,Male,27,2022-04-06,7
4482,4482,11 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,4629,3,1987,Female,29,2022-04-07,11
4483,4483,7 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4801,2,1979,Male,26,2022-07-27,7
4484,4484,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5561,2,1984,Male,26,2022-06-07,3
4485,4485,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5140,3,1979,Female,29,2021-12-06,7
4486,4486,15 minutes,3,Powell St BART Station (Market St at 4th St),72,Page St at Scott St,5425,2,1967,Male,27,2022-05-07,15
4487,4487,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5237,3,1986,Female,26,2022-06-02,9
4488,4488,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5534,3,1982,Male,26,2022-10-10,7
4489,4489,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4639,2,1990,Female,29,2022-08-14,12
4490,4490,8 minutes,5,Powell St BART Station (Market St at 5th St),59,S Van Ness Ave at Market St,4377,2,1961,Male,26,2022-04-17,8
4491,4491,7 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,4945,2,1986,Female,26,2022-04-25,7
4492,4492,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5412,2,1990,Male,26,2022-07-13,6
4493,4493,3 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),5299,2,1980,Male,27,2022-05-21,3
4494,4494,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5163,1,1978,Male,27,2022-04-02,9
4495,4495,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,4611,3,1979,Male,26,2022-07-22,16
4496,4496,6 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,5380,3,1963,Male,29,2022-08-15,6
4497,4497,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5477,2,1987,Male,29,2022-03-06,12
4498,4498,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4837,1,1972,Male,29,2022-09-26,9
4499,4499,19 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,3109,3,1983,Female,27,2022-09-15,19
4500,4500,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),851,1,1986,Female,26,2022-09-14,6
4501,4501,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),5222,2,1980,Male,27,2021-12-19,2
4502,4502,7 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4586,1,1998,Male,29,2022-09-29,7
4503,4503,7 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4725,2,1982,Female,27,2022-07-20,7
4504,4504,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),119,18th St at Noe St,4928,2,1957,Male,27,2022-03-24,22
4505,4505,11 minutes,81,Berry St at 4th St,112,Harrison St at 17th St,4717,2,1972,Male,29,2022-11-29,11
4506,4506,14 minutes,16,Steuart St at Market St,126,Esprit Park,5368,2,1979,Male,27,2022-06-29,14
4507,4507,10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1565,2,1986,Male,29,2022-06-14,10
4508,4508,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5055,1,1995,Male,29,2022-12-21,13
4509,4509,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5027,2,1995,Male,27,2021-12-08,12
4510,4510,10 minutes,16,Steuart St at Market St,64,5th St at Brannan St,5136,2,1984,Male,27,2022-06-26,10
4511,4511,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5448,1,1997,Male,26,2022-02-02,6
4512,4512,6 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5222,2,1988,Male,29,2022-09-11,6
4513,4513,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4995,3,1993,Male,29,2022-05-14,10
4514,4514,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),323,Broadway at Kearny,4756,2,1989,Female,29,2022-11-10,13
4515,4515,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5532,3,1990,Male,29,2022-06-29,6
4516,4516,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4432,2,1983,Male,29,2022-07-05,6
4517,4517,31 minutes,5,Powell St BART Station (Market St at 5th St),118,Eureka Valley Recreation Center,4870,2,1989,Male,29,2022-09-03,31
4518,4518,9 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4629,2,1995,Female,29,2022-02-13,9
4519,4519,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,4987,2,1979,Male,27,2022-01-23,4
4520,4520,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),5357,3,1980,Male,26,2022-04-10,6
4521,4521,12 minutes,5,Powell St BART Station (Market St at 5th St),73,Pierce St at Haight St,5300,1,1988,Male,27,2022-12-06,12
4522,4522,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5360,2,1968,Male,29,2021-12-20,7
4523,4523,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5152,2,1977,Male,26,2022-02-04,7
4524,4524,5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4973,3,1993,Male,26,2022-09-12,5
4525,4525,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5063,1,1985,Male,26,2022-03-12,10
4526,4526,10 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,4438,2,1990,Female,26,2022-11-18,10
4527,4527,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1894,2,1972,Male,29,2022-08-25,4
4528,4528,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5477,2,1987,Male,26,2022-11-16,7
4529,4529,19 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,4610,3,1986,Male,26,2022-12-21,19
4530,4530,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4987,3,1979,Male,29,2021-11-27,7
4531,4531,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1274,2,1999,Male,29,2022-12-17,3
4532,4532,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5521,2,2000,Male,29,2022-02-13,3
4533,4533,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4611,2,1977,Male,26,2022-04-06,8
4534,4534,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4813,2,1976,Female,26,2022-10-12,8
4535,4535,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),4745,3,1978,Male,29,2022-05-31,4
4536,4536,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,5388,2,1980,Male,27,2022-04-24,2
4537,4537,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5441,1,1972,Female,26,2021-11-28,4
4538,4538,14 minutes,3,Powell St BART Station (Market St at 4th St),122,19th St at Mission St,5541,2,1993,Male,29,2022-02-04,14
4539,4539,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),60,8th St at Ringold St,5569,1,1978,Male,26,2022-07-28,19
4540,4540,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4641,2,1986,Male,27,2022-09-22,12
4541,4541,19 minutes,3,Powell St BART Station (Market St at 4th St),131,22nd St at Dolores St,5554,1,1968,Male,26,2022-03-29,19
4542,4542,19 minutes,3,Powell St BART Station (Market St at 4th St),131,22nd St at Dolores St,5048,2,1966,Male,29,2022-12-23,19
4543,4543,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5374,2,1983,Female,29,2022-10-07,4
4544,4544,11 minutes,22,Howard St at Beale St,64,5th St at Brannan St,1566,3,1978,Male,29,2022-10-21,11
4545,4545,16 minutes,81,Berry St at 4th St,127,Valencia St at 21st St,5227,2,1987,Male,29,2022-07-10,16
